Category,Subcategory,Strength,Multiplier,en,de,ru,eo,pl,it,ua,ko
1,2,1,1,The media should report facts even when the media disagrees with the implications of them,"Die Medien sollten über Fakten berichten, auch wenn diese ihren eigenen Schlussfolgerungen widersprechen","СМИ должно сообщать обо всех фактах, даже если они их не устраивают","Amaskomunikiloj devas raporti pri ĉiu faktoj,eĉ se ili ne konsentas kun kiel ĉio okazis","Media powinny zgłaszać fakty, nawet jeśli są one sprzeczne z ich własnymi wnioskami",I media dovrebbero riportare i fatti anche quando sono in disaccordo con le loro implicazioni,"ЗМІ мають публікувати усі факти, навіть якщо вони не згодні з ними",언론이 사실의 함의에 동의하지 않을 때에도 언론은 사실을 보도해야 한다
1,2,2,-1,Truth is relative,Wahrheit ist relativ,Правда относительна,Vero estas rilativa,Prawda jest względna,La verità è relativa,Істина відносна,진실은 상대적이다
1,2,4,-1,"Facts are not real, there are multiple sides to everything","Fakten sind nicht echt, man kann alles aus verschiedenen Blickwinkeln sehen","Фактов не существует, у всего есть несколько сторон","Faktoj estas falsaj, ĉio havas multajn flankojn","Fakty nie są prawdziwe,wszystko widać pod różnymi kątami","Non esistono fatti oggettivi, ci sono solo diverse opinioni","Фактів як таких не існує, у всього є багато сторін",팩트(사실)는 진짜가 아니다. 모든 것에는 다면적인 면이 있다
1,0,1,-1,You should not have complete freedom of speech,Man sollte keine totale Meinungsfreiheit haben,Мы не должны иметь полную свободу слова,Ni ne havu plenan liberon de parolo,Nie powinno być całkowitej wolności słowa,La libertà di parola non dovrebbe essere assoluta,Нам не потрібна абсолютна свобода слова,언론의 완전한 자유를 가져서는 안 된다
2,0,4,1,Gay marriage should be illegal,Ehe unter Homosexuellen sollte illegal sein,Гей-браки должны быть вне закона,Samseksaj edzecoj devas ne esti leĝaj,Małżeństwa jednopłciowe powinny być nielegalne,I matrimoni omosessuali non dovrebbero essere permessi,Одностатеві шлюби мають бути заборонені,동성 결혼은 불법이어야 한다
2,0,4,1,We should have a national religion,Wir sollten eine nationale Religion haben,У нас должна быть официальная религия,Ni havu naican religion,Powinniśmy mieć religię narodową,Dovremmo avere una religione di stato,Нам потрібна офіційна національна релігія,우리는 국교를 가져야 한다
2,0,3,1,Premarital sex should be illegal,Vorehelicher Geschlechtsverkehr sollte illegal sein,Секс до свадьбы должен быть запрещён,Preedziĝa seksumo devas esti neleĝa,Seks przedmałżeński powinien być nielegalny,Il sesso prematrimoniale dovrebbe essere illegale,Секс до шлюбу має бути заборонений,혼전 성관계는 불법이어야 한다
2,0,3,1,Religious values should be taught in all schools,Religiöse Werte sollten in allen Schulen gelehrt werden,Религиозные ценности должны преподаваться во всех школах,Oni devas instrui religiajn valorojn en lernejoj,Wartości religijne powinny być nauczane we wszystkich szkołach,In tutte le scuole dovrebbero essere insegnati i valori religiosi,Релігійні цінності треба викладати у всіх школах,종교적 가치는 모든 학교에서 가르쳐져야 한다
2,0,2,-1,People should be able to volunteer for experimental treatments when they have no treatment and will die if they do not,"Menschen sollten die Möglichkeit haben als Freiwillige bei experimentellen Behandlungen zu dienen, wenn sie keine Behandlung habe und sonst sterben würden","Люди должны иметь возможность добровольно тестировать на себе эксперментальные методы лечения в случае, если без них человек всё равно умрёт","Oni rajtu volontuli eksperimentan resanigon, se ne estas alia resanigo kaj sen ĝi oni mortos","Ludzie powinni mieć możliwość zgłaszania się na leczenie eksperymentalne, gdy nie mają szans na wyleczenie i umrą, jeśli tego nie spróbują",Ci si dovrebbe poter offrire volontario per trattamenti sperimentali quando non si ha ha accesso ad altri trattamenti e quella è l'unica chance di sopravvivere,"Треба дозволити людині добровільно тестувати експерементальні методи лікування, якщо без них вона і так помре","치료법이 없을 때는 실험치료를 자원할 수 있어야 하고, 치료하지 않으면 죽을 것이다"
2,0,2,1,It is important to maintain family values,Es ist wichtig familiäre Werte zu wahren,Поддерживать семейные ценности важно,Subteni familajn varolojn estas grave,Ważne jest zachowanie wartości rodzinnych,È importante mantenere intatti i valori familiari,Потрібно підтримувати сімейні цінності,가족의 가치를 유지하는 것은 중요하다
2,0,2,1,We should have a national language and all immigrants should be required to speak it,"Wir sollten eine Amtssprache haben und alle Immigranten sollten verpflichtet sein, diese zu Sprechen ","У нас должен быть официальный язык, на котором должны уметь разговаривать все мигранты","Ni havu oficialan lingvon, kiun parolu ĉiuj migruloj",Powinniśmy mieć język narodowy i wszyscy imigranci powinni być zobowiązani mówienia w nim,"Dovremmo avere una lingua ufficiale, e tutti i migranti dovrebbero essere tenuti a parlarla",У нас має бути офіційна мова і усі мігранти мусять на ньому спілкуватися,우리는 국어를 가져야 하고 모든 이민자들은 그것을 말하도록 요구되어야 한다
2,0,2,1,The media is biased against traditional values,Die Medien sind gegenüber traditionellen Werten voreingenommen,СМИ ратуют против традционных ценностей,Amaskomunikiloj malsubtenas tradiciajn varolojn,Media są stronnicze w stosunku do tradycyjnych wartości,"I media non sono super partes, tendono ad opporsi ai valori tradizionali",ЗМІ упереджено ставиться до традиційних цінностей й налаштовано проти них,언론은 전통적인 가치에 치우쳐 있다
2,0,2,1,There are only 2 genders,Es gibt nur zwei Geschlechter.,Есть только два гендера,Estas nur du genroj,Istnieją tylko 2 płcie,Esistono solo 2 generi,Є тільки дві статі,성별은 2개뿐입니다
2,0,1,1,Murder and theft should be illegal,Mord und Diebstahl sollte illegal sein,Убийства и воровство должны быть вне закона,Murdoj kaj ŝteloj devas esti neleĝaj,Morderstwa i kradzieże powinny być nielegalne,L'omicidio e il furto dovrebbero essere illegali,Вбивство та крадіжка мають бути поза законом,살인과 절도는 불법이어야 한다
2,0,4,-1,Abortion should always be legal,Abtreibung sollte immer legal sein,Аборты всегда должны быть легальны,Abortigoj devas ĉiam esti leĝaj,Aborcja zawsze powinna być legalna,L'aborto dovrebbe sempre essere legale,Аборти мають завжди бути дозволеними,낙태는 항상 합법적이어야 한다
2,0,2,-1,"It should be legal to alter your infant's DNA to make them stronger, smarter, etc.","Es sollte legal sein, die DNA von Kindern anzupassen, um sie stärker, schlauer, usw. zu machen","Необходимо разрешить изменять геном своих детей, чтобы делать их сильнее, умнее и т.д.","Leĝa devas esti ŝanĝado de genoj de viaj idoj por fari ilin pli fortaj, saĝaj, ktp.","Zmiana DNA dziecka powinna być legalna, aby było silniejsze, mądrzejsze itp.","Dovrebbe essere legale alterare il DNA del proprio figlio per renderlo più forte, intelligente, ecc.","Треба дозволити змінювати геном своїх дітей, з метою зробити їх сильніше, розумніше, т.п.",유아의 DNA를 변형시켜 더 강하고 똑똑하게 만드는 것을 합법화해야 한다
2,1,4,1,"If AI can govern better than humans can, then AI should rule","Wenn künstliche Intelligenz besser als Menschen regieren kann, sollte sie regieren","Если ИИ сможет управлять государством лучше, чем человек, тогда он и должен им управлять","Se AI povos regi pli bone ol homoj, do AI devos regi","Jeśli sztuczna inteligencja może rządzić lepiej niż ludzie, wtedy ona powinna rządzić","Se l'inteligenza artificiale può governare meglio degli umani, allora dovrebbe essere lei a governare","Якщо ШІ зможе керувати суспільствм краще, ніж це робить людина, то він і має цим займатися",AI가 인간보다 더 잘 다스릴 수 있다면 AI가 다스려야 한다
2,1,4,1,Cars should be banned to protect the environment,"Autos sollten verboten werden, um die Umwelt zu schützen","Необходимо запретить автомобили, чтобы защитить окружающую среду",Oni malpermesu aŭtojn por plibonigi la ekologion,Samochody powinny być zakazane w celu ochrony środowiska,Le auto dovrebbero essere messe al bando per proteggere l'ambiente,"Потрібно заборонити автомобілі, щоби захистити навколишнє середовище",환경을 보호하기 위해 자동차는 금지되어야 한다
2,1,4,1,The government should require people to eat healthy,Die Regierung sollte Leute dazu verpflichten gesund zu essen,Государство должно требовать от людей здорово питаться,La registaro postulu homojn manĝi sane,Rząd powinien wymagać od ludzi zdrowego odżywiania się,Il governo dovrebbe richiedere ai cittadini di mangiare cibo salutare,Держава повинна вимагати від населення здорово харчуватися,정부는 사람들에게 건강에 좋은 음식을 먹도록 요구해야 한다
2,1,3,1,Genetic modification research should be legal on humans,Genmodifikationsforschung an Menschen sollte legal sein,Необходимо разрешить исследования по генной модификации на людях,Genomodifadaj studoj sur homoj devas esti leĝaj,Badania nad modyfikacjami genetycznymi u ludzi powinny być legalne,Le modificazioni genetiche sugli umani dovrebbero essere permesse,Дослідження генетичних модифікацій на людях мають бути дозволені,유전자 변형 연구는 인간에게 합법적이어야 한다
2,1,3,1,Guns should be banned for the general population,Schusswaffen sollten für die Allgemeinbevölkerung verboten sein,Простым людям необходимо запретить пользоваться оружием,Ĝeneralaj homoj ne rajtu havi armilojn,Posiadanie broni powinno być nielegalne dla całej populacji,Le armi dovrebbero essere vietate al cittadino comune,Треба заборонити населенню володіти вогнепальною зброєю,총은 일반인을 위해 금지되어야 한다
2,1,3,1,There should be a limit to how many children a person may have to prevent overcrowding the Earth,"Es sollte eine Beschränkung für die Anzahl der Kinder einer Person geben, um Überbevölkerung zu verhindern","Необходимо установить лимит на количество детей в семье, чтобы избежать перенаселения Земли","Por preventi troan loĝatecon de Tero, devas esti lima kvanto de infanoj por ĉiu homo","Powinna istnieć granica liczby dzieci, aby zapobiec przeludnieniu",Ci dovrebbe essere un limite a quanti figli una persona può avere per prevenire la sovrappopolazione della Terra,"Потрібно установити ліміт на кількість дітей у сім'ї, щоби уникнути перенаселення Землі",한 사람이 지구 과밀화를 막기 위해 얼마나 많은 아이들을 가질 수 있는가에 제한이 있어야 한다
2,1,3,1,Private jets should be banned,Privatflugzeuge sollten verboten werden,Необходимо запретить личные самолёты,Privataj aeroplanoj devas esti malpermesitaj,Prywatne odrzutowce powinny zostać zakazane,I jet privati dovrebbero essere vietati,Треба заборонити приватні літаки,개인 제트기는 금지되어야 한다
2,1,2,1,Plastic straws should be banned,Plastiktrinkröhrchen sollten verboten werden,Необходимо запретить пластиковые трубочки,Plastikaj ŝalmoj devas esti malpermesitaj,Słomki z tworzyw sztucznych powinny zostać zakazane,Le cannucce di plastica dovrebbero essere messe al bando,Потрібно заборонити пластикові соломинки,플라스틱 빨대는 금지되어야 한다
2,1,2,1,We should put effort into expanding civilization beyond earth,Wir sollten uns bemühen unsere Zivilisation außerhalb der Erde auszubreiten,Мы должны прикладывать усилия к распространению нашей цивилизации за пределы Земли,Ni penu etedi la civilon eksteren de Tero,Powinniśmy starać się rozszerzać cywilizację poza Ziemię,Dovremmo collettivamente impegnarci per espandere la nostra civilizzazione oltre la Terra,"Нам треба докладати зусиль, щоби розповсюдити нашу цивілізацію за межі Землі",우리는 지구를 넘어 문명을 확장하기 위해 노력해야 한다
2,1,1,1,Climate change is a real threat,Klimawandel ist eine wirkliche Gefahr,Изменение климата — это реальная угроза, Klimataj ŝanĝoj estas vera minaco,Zmiany klimatyczne są prawdziwym zagrożeniem,Il cambiamento climatico è un serio problema,Зміна клімату - реальна загроза,기후변화는 진짜 위협이다
2,1,1,1,Technological progress is always good,Technologischer Fortschritt ist immer gut,Технический погресс — это всегда хорошо,Teknologia progreso ĉiam estas bona,Postęp technologiczny jest zawsze dobry,Il progresso tecnologico è sempre positivo,Технологічний прогрес - це завжди на краще,기술적 진보는 항상 좋다
2,1,1,1,Automation has the potential to give significant benefits to humanity,Automatisierung hat das Potenzial der Menschheit signifikante Vorteile zu erbringen,У автомативации есть шанс принести значительную пользу человечеству,Aŭtomatigo povas doni signifan ution al la homaro,Automatyzacja może przynieść ludzkości znaczne korzyści,L'umanità ha il potenziale di trarre grandi benefici dall'automazione,Автоматизація має шанс принести значну користь людству,자동화는 인류에게 상당한 혜택을 줄 수 있는 잠재력을 가지고 있다
2,1,1,1,Evolution should be taught in schools,Die Evolutionstheorie sollte in Schulen gelehrt werden,Теорию эволюции необходимо преподавать в школах,Oni devas instrui la evolucian teorion en lernejoj,Teorii ewolucji należy uczyć w szkołach,La teoria dell'evoluzione dovrebbe essere insegnata nelle scuole,Еволюційне вчення повинно викладатися у школах,진화는 학교에서 가르쳐야 한다
2,2,4,1,All drugs should be legal for the adult population,Alle Drogen sollten für die erwachsene Bevölkerung legal sein,Все виды наркотиков должны быть разрешены для взрослых людей,Ĉiuj narkotikaĵoj devas esti leĝaj por ĉiuj adoltoj,Wszystkie środki odurzające powinny być legalne dla dorosłych,Tutte le droghe dovrebbero essere legali per la popolazione adulta,Усі види наркотичних речовин мають бути дозволені для дорослого населення,모든 약은 성인들에게 합법적이어야 한다
2,2,1,-1,It is sometimes necessary to ban some substances from the general population,Manchmal ist es notwendig bestimmte Substanzen für die Allgemeinbevölkerung zu verbieten,Иногда необходимо запрещать некоторые вещества для обычных людей,Oni iutempe devas malpermesi iujn substanciojn por ĝeneralaj homoj,Czasami konieczne jest wprowadzenie zakazu stosowania niektórych substancji dla ogółu populacji,"È necessario, a volte, vietare alcune sostanze ai cittadini",Інколи потрібно забороняти населенню доступ до деяких речовин,때로는 일반 대중으로부터 일부 물질을 금지할 필요가 있다
2,2,3,1,Prostitution should be legal,Prostitution sollte legal sein,Проституция должна быть легальной,Prostituado devas esti leĝa,Prostytucja powinna być legalna,La prostituzione dovrebbe essere legale,Проституція повиння бути легальною,매춘은 합법적이어야 한다
2,2,3,1,Marijuana should be legal for the adult population,Marihuana sollte für die erwachsene Bevölkerung legal sein,Марихуана должна быть легальной для взрослых,Mariĥuano devas esti leĝa por adoltoj,Marihuana powinna być legalna dla dorosłych,La marijuana dovrebbe essere legale per la popolazione adulta,Марихуана має бути дозволеною для дорослих,마리화나(마약)는 성인들에게 합법적이어야 한다
2,2,2,1,Pornographic materials should be legal for the adult population,Pornografische Materialien sollten für die erwachsene Bevölkerung legal sein,Порнографические материалы должны быть легальными для взрослых,Pornografiaĵoj devas esti leĝaj por adoltoj,Materiały pornograficzne powinny być legalne dla dorosłych,Materiali pornografici dovrebbero essere legali per la popolazione adulta,Порнографічні матеріали мають бути легальними для дорослих,음란물은 성인들에게 합법적이어야 한다
2,2,2,1,Smoking should be legal,Rauchen sollte legal sein,Курение должно быть легальным,Fumado devas esti leĝa,Palenie powinno być legalne,Fumare dovrebbe essere legale,Паління має бути легальним,흡연은 합법적이어야 한다
2,2,1,1,The government should not officially support any religion (or lack of religion),Die Regierung sollte offiziell keine Religion unterstützen (oder,Государство не должно официально поддерживать какую-либо религию (или её отсутствие),La registaro ne subtenu ajnan religion (aŭ mankon de ĝi),Rząd nie powinien oficjalnie wspierać żadnej religii (lub braku religii),Lo stato non dovrebbe supportare ufficialmente nessuna religione (o assenza di esse),Уряд не має офіційно підтримувати яку-небудь релігію (чи її відсутність),정부는 어떤 종교(또는 종교의 결여)도 공식적으로 지지해서는 안 된다
2,2,1,1,Freedom of religion is an important concept,Religionsfreiheit ist ein wichtiges Konzept,Свобода верисповедания — это важная концепция,Libero de religio estas grava koncepto,Ważna jest wolność wyznania,La libertà di fede è un valore importante,Свобода віросповідання - це важлива концепція,종교의 자유는 중요한 개념이다
3,0,4,1,Constant war is needed to make an economy thrive,Konstanter Krieg ist nötig damit die Wirtschaft gedeiht,"Постоянные войны необходимы, чтобы держать экономику в тонусе",Konstantaj militoj estas bezonataj por prosperigi la ekonomion,"Potrzebna jest ciągła wojna, aby gospodarka mogła się rozwijać",È necessario essere costantemente in guerra per far crescere l'economia,Постійна війна необхідна для процвітання економіки,경제를 번영시키기 위해서는 끊임없는 전쟁이 필요하다
3,0,4,1,My nation should conquer other nations,Mein Land sollte andere Länder erobern,Моя нация должна завоёвывать другие нации,Mia nacio devas konkeri aliajn naciojn,Mój naród powinien podbić inne narody,La mia nazione dovrebbe conquistare altre nazioni,Моя нація має завойовувати інші нації,우리나라는 다른나라를 정복해야 한다
3,0,3,1,There is nothing wrong with taking the resources of weaker nations,"Es ist nichts falsch daran, die Rohstoffe schwächerer Länder zu nehmen",Нет ничего плохого в изымании ресурсов у более слабых стран,Estas nenio malbona en prenado de resursoj de malpli fortaj nacioj,Nie ma nic złego w przyjmowaniu zasobów słabszych narodów,Non c'è niente di male nel prendere le risorse di altre nazioni più deboli,"Немає нічого поганого у тому, щоби забирати ресурси у слабкіших народів",약소국의 자원을 빼앗는 것은 아무 문제가 없다
3,0,3,1,Leaders who oppose our interests should be toppled,"Führer, die unseren Interessen widersprechen, sollten gestürzt werden","Лидеры, противящиеся нашим интересам, должны быть свергнуты","Regestroj, kiu kontraŭas al niaj interesoj devas esti renversitaj","Liderzy, którzy sprzeciwiają się naszym interesom, powinni zostać obaleni",I leader internzionali che si oppongono ai nostri interessi dovrebbero essere spodestati,"Треба скидати лідерів, які перечать нашим інтересам",우리의 이익에 반대하는 지도자들은 쓰러져야 한다
3,0,3,1,International law should not bind my nation,Internationale Gesetze sollten nicht verpflichtend für mein Land sein,Международнее законодательство не должно ограничивать мою страну,Internaciaj leĝoj devas ne limigi mian nacion,Międzynarodowe prawo nie powinno być wiążące dla mojego kraju,La legge internationale non dovrebbe limitare la mia nazione,Міжнародне право не має обмежувати мою країну,국제법은 우리나라를 구속해서는 안 된다
3,0,2,1,"If a nation produces materials for us for a low price using cheap labor, we should still buy","Wenn ein Land für uns Waren billig mit günstigen Arbeitskräften herstellt, sollten wir weiterhin dort kaufen","Если страна производит для нас продукцию, используя для этого дешёвый труд, мы не должны отказываться от сделки","Se nacio produktas por ni ĉipajn materialojn, uzante ĉipan laborforcon, ni daŭre devas aĉeti ilin","Jeśli dane państwo produkuje dla nas materiały za niską cenę przy użyciu taniej siły roboczej, powinniśmy nadal je kupować","Anche se una nazione usa manodopera a basso costo per abbassare i costi di produzione, dovremmo comunque comprare i loro prodotti","Якщо держава виробляє для нас продукцію, використовуючи дешеву робочу силу, ми не повинні від неї відмовлятися","한 국가가 값싼 노동력을 이용해 저렴한 가격에 우리들을 위해 재료를 생산한다면, 우리는 여전히 구매해야 한다"
3,0,2,1,My nation should only help other nations when it suits our interests,"Mein Land sollte anderen Ländern nur helfen, wenn es unseren Interessen entspricht","Мы должны помогать другим странам только тогда, когда это соответствует нашим интересам",Ni helpu aliajn naciojn nur se tio ne kontraŭas al niaj interesoj,"Mój naród powinien pomagać innym narodom tylko wtedy, gdy jest to zgodne z naszymi interesami",La mia nazione dovrebbe solo aiutare altre nazioni quando ne trae vantaggio,"Ми повинні допомагати іншим країнам тільки тоді, коли це вигідно для наших інтересів",우리나라는 우리의 이익에 부합할 때만 다른 나라들을 도와야 한다
3,0,1,1,It is important for a government to maintain a strong military so that it can have global influence,"Es ist wichtig für einen Staat militärisch stark zu sein, um weltweiten Einfluss zu haben","Государство должно иметь и поддерживать сильную армию, чтобы иметь мировое влияние",Estas grave por registaro teni fortan militistaron por havi influon al la tutmondo,"Ważne jest, aby państwo było militarnie silne, aby mieć globalny wpływ",È importante che la mia nazione mantenga un esercito potente così da poter avere un influenza globale,"Держава має підтримувати сильну армію, щоби мати вплив на глобальну політику",정부가 강력한 군대를 유지해 세계적 영향력을 행사할 수 있도록 하는 것이 중요하다
3,0,1,1,A nation without a military is a weak nation,"Eine Nation ohne Militär, ist eine schwache Nation",Нация без армии — это слабая нация,Nacio sen militistaro estas malforta nacio,Naród bez wojska jest słaby,Una nazione senza un esercito è una nazione debole,Нація без армії - це слабка нація,군대 없는 나라는 약한 나라다
3,0,1,-1,Diplomatic options should always be tried before war is even considered,"Diplomatische Lösungen sollten immer bevorzugt werden, bevor überhaupt an Krieg gedacht wird",Дипломатические методы должны применяться всегда ещё даже до объявления войны, Diplomatiaj manieroj devas elproviĝi antaŭ oni eĉ supozos militon,"Opcje dyplomatyczne należy zawsze wypróbować, zanim wojnę się w ogóle uwzględni",Bisogna sempre tentare di risolvere crisi internazionali attraverso una via diplomatica prima di considerare di entrare in guerra,"Завжди варто обдумати дипломатичний варіянт вирішення конфлікту перед тим, як оголошувати війну",외교적 선택은 전쟁이 고려되기 전에 항상 시도되어야 한다
3,0,2,-1,Overthrowing our enemies usually makes the situation worse than how it started,Unsere Feinde zu stürzen macht die Situation normalerweise schlimmer als sie begonnen hat,"Свержение вражеского строя обычно делает ситуацию лишь ещё хуже, чем до этого",Renverso de niaj malamikoj kutime faras la situation pli malbona ol en la komenco,"Obalenie naszych wrogów zwykle pogarsza sytuację, niż była",Rovesciare i governi dei nostri nemici di solito non fa altro che peggiorare la situazione,"Скидання уряду ворожої держави призводить до ще гіршої ситуації, ніж раніше",우리의 적들을 타도하는 것은 보통 상황을 어떻게 시작했는지보다 더 악화시킨다
3,0,3,-1,Military spending is a waste of money,Investitionen in das Militär sind Geldverschwendung,Военные расходы — это пустая трата денег,Militaj elspezoj estas perdo de mono,Wydatki na wojsko to strata pieniędzy,La spesa militare è uno spreco di soldi,Військові витрати - це непотрібне марнотратство,군비 지출은 돈 낭비다
3,1,4,1,Any deals that another nation wants must be bad for us,"Jegliche Abkommen, die andere Nationen möchten, müssen schlecht für uns sein",Любые сделки с другими нациями по их инициативе идут нам лишь во вред,Ajanaj kontraktoj kun aliaj nacioj laŭ ilia volo ĉiam estas malbonaj por ni,"Wszelkie umowy, których chce inny naród, muszą być dla nas złe","Qualsiasi accordo voluto da un'altra nazione, non può che essere svantaggioso per la mia",Будь-яка угода з іншими націями за їхньою ініціативою є шкідливою для нас,다른나라가 원하는 모든 거래는 우리에게 나쁠 것이다
3,1,4,1,Our nation would do better if it did not involve itself with other nations,"Unserem Land würde es besser gehen, wenn es sich nicht mit anderen Nationen verwickeln würde",Нашей нации было бы лучше не вступать ни в какие отношения с другими нациями,Estas pli bona por nia nacio ne interagi kun aliaj nacioj,"Lepiej byłoby naszemu krajowi, gdyby nie zaangażował się z innymi narodami",La nostra nazione starebbe meglio se non si facesse coinvolgere in ciò che fanno altre nazioni,Для нашої нації найкращим було би не вступати ні у які відносини з іншими націями,우리나라는 다른나라들과 함께 하지 않는다면 더 잘 할 것이다
3,1,3,1,Our nation should never initiate a war,Unser Land sollte niemals einen Krieg beginnen,Наша нация никогда не должна объявлять кому-либо войну,Nia nacio neniam komencu militojn,Nasz naród nigdy nie powinien wywołać wojny,La nostra nazione non dovrebbe mai dare l'avvio ad un conflitto militare,Наша нація ніколи не має оголошувати іншим війну,우리나라는 결코 전쟁을 일으켜서는 안 된다
3,1,3,1,We should make products in our own nation whenever possible,"Wir sollten Produkte in unserem eigenen Land, wann immer möglich, herstellen",Мы должны делать по возможности всю продукцию у себя в стране,Ni devas fari produktojn laŭeble nur en nia propra lando,W miarę możliwości powinniśmy wytwarzać produkty w naszym kraju,Dovremmo produrre più beni possibili all'interno della nostra nazione,"Ми завжди мусимо виробляти продукцію у своїй країні, якщо це можливо",우리는 가능할 때마다 우리나라에서 제품을 만들어야 한다
3,1,2,1,"It is a waste of our soldiers and resources to topple other governments, regardless of what they do","Es ist eine Verschwendung unserer Soldaten und Rohstoffe andere Regierungen zu stürzen, ganz gleich was sie tun","Свержение чужих режимов, что бы они не творили, — это пустая трата людей и ресурсов",Renverso de aliaj registaroj estas perdo de soldatoj kaj resursoj malgraŭ kion ili faras,"Marnotrawstwem naszych żołnierzy i zasobów jest obalenie innych rządów, bez względu na to, co robią","È uno spreco di vite umane e risorse cercare di rovesciare governi stranieri, indipendentemente dalle loro azioni","Скидання урядів інших держав це марна витрата солдатів та ресурсів, незалежно від того, що вони роблять",다른 정부를 쓰러뜨리는 것은 그들이 무엇을 하든 간에 우리 군인과 자원의 낭비다
3,1,2,1,"We must respect the sovereignty of other nations, even those who go against our principles","Wir müssen die Souveränität anderer Nationen respektiere, auch wenn sie gegen unsere Prinzipien sind","Мы должны уважать суверенитет других государств, даже тех, которые выступют против наших принципов","Ni respektu suverenon de ailaj landoj, eĉ tiuj, kiuj kontraŭas al niaj principoj","Musimy szanować suwerenność innych narodów, nawet tych, którzy łamią nasze zasady","Dobbiamo rispettare la sovranità delle altre nazioni, anche di quelle che vanno contro i nostri principi","Ми повинні поважати суверенітет інших народів, навіть тих, що виступають проти наших принципів","우리는 다른나라의 주권을 존중해야 하며, 심지어 우리의 원칙에 반하는 자도 존중해야 한다"
3,1,1,1,My nation should focus primarily on domestic policy,Meine Nation sollte sich vorrangig auf Innenpolitik fokussieren,Моё правительство должно сконцентрироваться в первую очередь на внутренней политике,Mia nacio devas enfokusiĝi unue al la ena politiko,Mój naród powinien skoncentrować się przede wszystkim na polityce wewnętrznej,La mia nazione si dovrebbe concentrare principalmente sulla politica interna,Мій уряд має в першу чергу зосередитися на внутрішній політиці,우리나라는 주로 국내정책에 초점을 맞춰야 한다
3,1,1,1,Foreign policy has little influence on most people's daily lives,Außenpolitik hat wenig Einfluss auf den Alltag der meisten Leute,Внешняя политика мало влияет на повседневную жизнь большинства людей,Ekstera politiko havas malgrandan influon al ĉiutaga vivo de plejaj homoj,Polityka zagraniczna ma niewielki wpływ na codzienne życie większości ludzi,La politica estera ha poca influenza sulle vite ordinarie dei cittadini,Зовнішня політика має невеликий вплив на життя більшості населення,외교정책은 대부분의 사람들의 일상생활에 거의 영향을 미치지 않는다
3,1,1,-1,It is important for our government to interact with its neighbours,Es ist wichtig für unsere Regierung mit unseren Nachbarn zu interagieren,Нашему правительству важно взаимодействовать с соседними странами,Estas grave por nia registaro interagi kun ĝiaj najbaroj,"Ważne jest, aby nasz rząd współdziałał z sąsiednimi państwami",È importante che il  governo interagisca con i paesi a noi vicini,Нашій нації необхідно взаємодіяти зі своїми сусідами,우리 정부는 이웃과 교류하는 것이 중요하다
3,1,3,-1,I care that other nations respect my nation,"Ich sorge mich darum, dass andere Länder meines respektieren","Мне есть дело до того, уважают ли мою страну другие страны","Mi zorgas, ĉu aliaj nacioj respektas mian nacion","Dbam o to, aby inne narody szanowały mój naród",È importante per me che le altre nazioni rispettino la mia patria,Мені важлива повага інших народів до моєї нації,나는 다른나라들이 우리나라를 존중해 주길 바란다
3,2,4,1,The world would be better off if countries diplomatically united into a single world government,"Die Welt wäre besser dran, wenn Länder sich diplomatisch in einem Weltstaat vereinigen","Мир был бы лучше, если бы все страны дипломатическим путём объединились в единое мировое правительство","La mondo estus multe pli bone, se ĉiuj landoj diplomatie unuiĝus en unueca tutmonda registaro","Świat byłby lepszy, gdyby kraje zjednoczyły się w jeden rząd światowy",Il mondo migliorerebbe se tutti i paesi si unissero diplomaticamente in un unico governo mondiale,"Світ був би краще, якби усі країни дипломатичним шляхом об'єдналися в єдиний світовий уряд",만약 국가들이 외교적으로 하나의 세계 정부로 통합된다면 세계는 더 나아질 것이다
3,2,4,1,"In order for humanity to survive, we must get past having separate nations","Um das Überleben der Menschheit zu gewährleisten, müssen wir es hinter uns lassen seperate Nationen zu haben","Чтобы выжить, человечество должно отказаться от деления на отдельные нации","Por vivi daŭre, la homaro devas ĉesi dividi sin en apartajn naciojn","Aby zapewnić przetrwanie ludzkości, musimy pozostawić odrębne narody","Perchè l'umanità sopravviva, bisogna superare il concetto di nazione","В ім'я виживання людства, нам необхідно відмовитися від поділу на окремі нації","인류가 살아남기 위해서는, 우리는 별개의 국가를 가진 것을 지나야만 한다"
3,2,3,1,We are first and foremost citizens of Earth,Wir sind an erster Stelle Bürger der Erde,Мы в первую очередь граждане Земли,Ni estas la unuaj civitanoj de Tero,Jesteśmy przede wszystkim obywatelami Ziemi,Siamo prima di tutto cittadini del mondo,У першу чергу ми громадяни Землі,우리는 지구상에서 가장 중요한 시민이다
